data_add	title	abstract	Publication date	doi	source_link
2020-04-15	'Review of Artificial Intelligence Techniques in Imaging Data\n  Acquisition, Segmentation and Diagnosis for COVID-19'	'  (This paper was submitted as an invited paper to IEEE Reviews in Biomedical\nEngineering on April 6, 2020.) The pandemic of coronavirus disease 2019\n(COVID-19) is spreading all over the world. Medical imaging such as X-ray and\ncomputed tomography (CT) plays an essential role in the global fight against\nCOVID-19, whereas the recently emerging artificial intelligence (AI)\ntechnologies further strengthen the power of the imaging tools and help medical\nspecialists. We hereby review the rapid responses in the community of medical\nimaging (empowered by AI) toward COVID-19. For example, AI-empowered image\nacquisition can significantly help automate the scanning procedure and also\nreshape the workflow with minimal contact to patients, providing the best\nprotection to the imaging technicians. Also, AI can improve work efficiency by\naccurate delination of infections in X-ray and CT images, facilitating\nsubsequent quantification. Moreover, the computer-aided platforms help\nradiologists make clinical decisions, i.e., for disease diagnosis, tracking,\nand prognosis. In this review paper, we thus cover the entire pipeline of\nmedical imaging and analysis techniques involved with COVID-19, including image\nacquisition, segmentation, diagnosis, and follow-up. We particularly focus on\nthe integration of AI with X-ray and CT, both of which are widely used in the\nfrontline hospitals, in order to depict the latest progress of medical imaging\nand radiology fighting against COVID-19.\n'	2020-04-07T08:18:43Z	None	http://arxiv.org/abs/2004.02731v2
2020-04-15	'Spatial-Temporal Dataset of COVID-19 Outbreak in China'	'  We present Coronavirus disease 2019 (COVID-19) statistics in China dataset:\ndaily statistics of the COVID-19 outbreak in China at the city/county level.\nFor each city/country, we include the six most important numbers for epidemic\nresearch: daily new infections, accumulated infections, daily new recoveries,\naccumulated recoveries, daily new deaths, and accumulated deaths. We cross\nvalidate the dataset and the estimate error rate is about 0.04%. We then give\nseveral examples to show how to trace the spreading in particular cities or\nprovinces, and also contrast the development of COVID-19 in all cities in China\nat the early, middle and late stages. We hope this dataset can help researchers\naround the world better understand the spreading dynamics of COVID-19 at a\nregional level, to inform intervention and mitigation strategies for\npolicymakers.\n'	2020-04-07T03:30:29Z	None	http://arxiv.org/abs/2003.11716v2
2020-04-15	'Protocol for an Observational Study on the Effects of Social Distancing\n  on Influenza-Like Illness and COVID-19'	"  The novel coronavirus disease (COVID-19) is a highly contagious respiratory\ndisease that was first detected in Wuhan, China in December 2019, and has since\nspread around the globe, claiming more than 69,000 lives by the time this\nprotocol is written. It has been widely acknowledged that the most effective\npublic policy to mitigate the pandemic is \\emph{social and physical\ndistancing}: keeping at least six feet away from people, working from home,\nclosing non-essential businesses, etc. There have been a lot of anecdotal\nevidences suggesting that social distancing has a causal effect on disease\nmitigation; however, few studies have investigated the effect of social\ndistancing on disease mitigation in a transparent and statistically-sound\nmanner.\n  We propose to perform an optimal non-bipartite matching to pair counties with\nsimilar observed covariates but vastly different average social distancing\nscores during the first week (March 16th through Match 22nd) of President's\n\\emph{15 Days to Slow the Spread} campaign. We have produced a total of $302$\npairs of two U.S. counties with good covariate balance on a total of $16$\nimportant variables. Our primary outcome will be the average observed illness\ncollected by Kinsa Inc. two weeks after the intervention period. Although the\nobserved illness does not directly measure COVID-19, it reflects a real-time\naspect of the pandemic, and unlike confirmed cases, it is much less confounded\nby counties' testing capabilities. We also consider observed illness three\nweeks after the intervention period as a secondary outcome. We will test a\nproportional treatment effect using a randomization-based test with covariance\nadjustment and conduct a sensitivity analysis.\n"	2020-04-06T19:11:58Z	None	http://arxiv.org/abs/2004.02944v1
2020-04-15	'Information Seeking Responses to News of Local COVID-19 Cases: Evidence\n  from Internet Search Data'	'  The novel coronavirus (COVID-19) outbreak is a global pandemic with community\ncirculation in many countries, including the U.S. where every state is\nreporting confirmed cases. The course of this pandemic will be largely shaped\nby how governments enact timely policies, disseminate the information, and most\nimportantly, how the public reacts to them. Here, we examine informationseeking\nresponses to the first COVID-19 case public announcement in a state. By using\nan eventstudy framework, we show that such news increases collective attention\nto the crisis right away, but the elevated level of attention is short-lived,\neven though the initial announcements were followed by increasingly strong\nmeasures. We find that people respond to the first report of COVID-19 in their\nstate by immediately seeking information about COVID-19, as measured by\nsearches for coronavirus, coronavirus symptoms and hand sanitizer. On the other\nhand, searches for information regarding community level policies (e.g.,\nquarantine, school closures, testing), or personal health strategies (e.g.,\nmasks, grocery delivery, over-the-counter medications) do not appear to be\nimmediately triggered by first reports. These results are encouraging given our\nstudy period is relatively early in the epidemic and more elaborate policy\nresponses were not yet part of the public discourse. Further analysis will\ntrack evolving patterns of responses to subsequent flows of public information.\n'	2020-04-06T18:26:58Z	None	http://arxiv.org/abs/2004.04591v1
2020-04-15	'Harmony-Search and Otsu based System for Coronavirus Disease (COVID-19)\n  Detection using Lung CT Scan Images'	'  Pneumonia is one of the foremost lung diseases and untreated pneumonia will\nlead to serious threats for all age groups. The proposed work aims to extract\nand evaluate the Coronavirus disease (COVID-19) caused pneumonia infection in\nlung using CT scans. We propose an image-assisted system to extract COVID-19\ninfected sections from lung CT scans (coronal view). It includes following\nsteps: (i) Threshold filter to extract the lung region by eliminating possible\nartifacts; (ii) Image enhancement using Harmony-Search-Optimization and Otsu\nthresholding; (iii) Image segmentation to extract infected region(s); and (iv)\nRegion-of-interest (ROI) extraction (features) from binary image to compute\nlevel of severity. The features that are extracted from ROI are then employed\nto identify the pixel ratio between the lung and infection sections to identify\ninfection level of severity. The primary objective of the tool is to assist the\npulmonologist not only to detect but also to help plan treatment process. As a\nconsequence, for mass screening processing, it will help prevent diagnostic\nburden.\n'	2020-04-06T16:55:22Z	None	http://arxiv.org/abs/2004.03431v1
2020-04-15	'Retweeting for COVID-19: Consensus building, information sharing,\n  dissent, and lockdown life'	'  Public attitudes towards COVID-19 and social distancing are critical in\nreducing its spread. It is therefore important to understand public reactions,\ninformation dissemination and consensus building in all major forms, including\non social media. This study analyses the most retweeted posts on Twitter during\n20 days in March to give insights into the issues that resonate with the\npublic, and the role Twitter may play in social distancing campaigns. It\nreports a thematic analysis of English-language tweets March 10-29, 2020,\nmentioning COVID-19 or coronavirus and with over 100,000 retweets. These were\nextracted from a collection of 12 million. The main themes identified for the\n87 qualifying tweets accounting for 14 million retweets were: lockdown life;\nattitude towards social restrictions; politics; safety messages; people with\nCOVID-19; support for key workers; work; and COVID-19 facts/news. The results\nsuggest that Twitter played many positive roles, mainly through unofficial\ntweets. For this, users shared social distancing information, helped build\nsupport for social distancing, criticised government responses, expressed\nsupport for key workers, and helped each other to cope with social isolation.\nNevertheless, a few popular tweets not supporting social distancing show that\ngovernment messages were not universally successful. Public health campaigns in\nfuture may consider encouraging grass roots social web activity to support\ncampaign goals.\n'	2020-04-06T16:34:23Z	None	http://arxiv.org/abs/2004.02793v1
2020-04-15	'COVID-19: Analytics Of Contagion On Inhomogeneous Random Social Networks'	'  Motivated by the need for novel robust approaches to modelling the Covid-19\nepidemic, this paper treats a population of $N$ individuals as an inhomogeneous\nrandom social network (IRSN). The nodes of the network represent different\ntypes of individuals and the edges represent significant social relationships.\nAn epidemic is pictured as a contagion process that changes daily, triggered on\nday $0$ by a seed infection introduced into the population. Individuals\' social\nbehaviour and health status are assumed to be random, with probability\ndistributions that vary with their type. First a formulation and analysis is\ngiven for the basic SI ("susceptible-infective") network contagion model, which\nfocusses on the cumulative number of people that have been infected. The main\nresult is an analytical formula valid in the large $N$ limit for the state of\nthe system on day $t$ in terms of the initial conditions. The formula involves\nonly one-dimensional integration. Next, more realistic SIR and SEIR network\nmodels, including "removed" (R) and "exposed" (E) classes, are formulated.\nThese models also lead to analytical formulas that generalize the results for\nthe SI network model. The framework can be easily adapted for analysis of\ndifferent kinds of public health interventions, including vaccination, social\ndistancing and quarantine. The formulas can be implemented numerically by an\nalgorithm that efficiently incorporates the fast Fourier transform. Finally a\nnumber of open questions and avenues of investigation are suggested, such as\nthe framework\'s relation to ordinary differential equation SIR models and agent\nbased contagion models that are more commonly used in real world epidemic\nmodelling.\n'	2020-04-06T16:12:56Z	None	http://arxiv.org/abs/2004.02779v1
2020-04-15	'COVID-CAPS: A Capsule Network-based Framework for Identification of\n  COVID-19 cases from X-ray Images'	'  Novel Coronavirus disease (COVID-19) has abruptly and undoubtedly changed the\nworld as we know it at the end of the 2nd decade of the 21st century. COVID-19\nis extremely contagious and quickly spreading globally making its early\ndiagnosis of paramount importance. Early diagnosis of COVID-19 enables health\ncare professionals and government authorities to break the chain of transition\nand flatten the epidemic curve. The common type of COVID-19 diagnosis test,\nhowever, requires specific equipment and has relatively low sensitivity and\nhigh false-negative rate. Computed tomography (CT) scans and X-ray images, on\nthe other hand, reveal specific manifestations associated with this disease.\nOverlap with other lung infections makes human-centered diagnosis of COVID-19\nchallenging. Consequently, there has been an urgent surge of interest to\ndevelop Deep Neural Network (DNN)-based diagnosis solutions, mainly based on\nConvolutional Neural Networks (CNNs), to facilitate identification of positive\nCOVID-19 cases. CNNs, however, are prone to lose spatial information between\nimage instances and require large datasets. This paper presents an alternative\nmodeling framework based on Capsule Networks, referred to as the COVID-CAPS,\nbeing capable of handling small datasets, which is of significant importance\ndue to sudden and rapid emergence of COVID-19. Our initial results based on a\ndataset of X-ray images show that COVID-CAPS has advantage over previous\nCNN-based models. COVID-CAPS achieved an Accuracy of 95.7%, Sensitivity of 90%,\nSpecificity of 95.8%, and Area Under the Curve (AUC) of 0.97, while having far\nless number of trainable parameters in comparison to its counterparts.\n'	2020-04-06T14:20:47Z	None	http://arxiv.org/abs/2004.02696v1
2020-04-15	'Noisy Pooled PCR for Virus Testing'	'  Fast testing can help mitigate the coronavirus disease 2019 (COVID-19)\npandemic. Despite their accuracy for single sample analysis, infectious\ndiseases diagnostic tools, like RT-PCR, require substantial resources to test\nlarge populations. We develop a scalable approach for determining the viral\nstatus of pooled patient samples. Our approach converts group testing to a\nlinear inverse problem, where false positives and negatives are interpreted as\ngenerated by a noisy communication channel, and a message passing algorithm\nestimates the illness status of patients. Numerical results reveal that our\napproach estimates patient illness using fewer pooled measurements than\nexisting noisy group testing algorithms. Our approach can easily be extended to\nvarious applications, including where false negatives must be minimized.\nFinally, in a Utopian world we would have collaborated with RT-PCR experts; it\nis difficult to form such connections during a pandemic. We welcome new\ncollaborators to reach out and help improve this work!\n'	2020-04-06T14:12:20Z	None	http://arxiv.org/abs/2004.02689v1
2020-04-15	'Coronavirus Detection and Analysis on Chest CT with Deep Learning'	'  The outbreak of the novel coronavirus, officially declared a global pandemic,\nhas a severe impact on our daily lives. As of this writing there are\napproximately 197,188 confirmed cases of which 80,881 are in "Mainland China"\nwith 7,949 deaths, a mortality rate of 3.4%. In order to support radiologists\nin this overwhelming challenge, we develop a deep learning based algorithm that\ncan detect, localize and quantify severity of COVID-19 manifestation from chest\nCT scans. The algorithm is comprised of a pipeline of image processing\nalgorithms which includes lung segmentation, 2D slice classification and fine\ngrain localization. In order to further understand the manifestations of the\ndisease, we perform unsupervised clustering of abnormal slices. We present our\nresults on a dataset comprised of 110 confirmed COVID-19 patients from Zhejiang\nprovince, China.\n'	2020-04-06T13:05:06Z	None	http://arxiv.org/abs/2004.02640v1
2020-04-15	'An ARIMA model to forecast the spread and the final size of COVID-2019\n  epidemic in Italy'	"  Coronavirus disease (COVID-2019) is a severe ongoing novel pandemic that is\nspreading quickly across the world. Italy, that is widely considered one of the\nmain epicenters of the pandemic, has registered the highest COVID-2019 death\nrates and death toll in the world, to the present day. In this article I\nestimate an autoregressive integrated moving average (ARIMA) model to forecast\nthe epidemic trend over the period after April 4, 2020, by using the Italian\nepidemiological data at national and regional level. The data refer to the\nnumber of daily confirmed cases officially registered by the Italian Ministry\nof Health (www.salute.gov.it) for the period February 20 to April 4, 2020. The\nmain advantage of this model is that it is easy to manage and fit. Moreover, it\nmay give a first understanding of the basic trends, by suggesting the\nhypothetic epidemic's inflection point and final size.\n"	2020-04-06T12:30:08Z	None	http://arxiv.org/abs/2004.00382v2
2020-04-15	'COVID-19 forecasting based on an improved interior search algorithm and\n  multi-layer feed forward neural network'	'  COVID-19 is a novel coronavirus that was emerged in December 2019 within\nWuhan, China. As the crisis of its serious increasing dynamic outbreak in all\nparts of the globe, the forecast maps and analysis of confirmed cases (CS)\nbecomes a vital great changeling task. In this study, a new forecasting model\nis presented to analyze and forecast the CS of COVID-19 for the coming days\nbased on the reported data since 22 Jan 2020. The proposed forecasting model,\nnamed ISACL-MFNN, integrates an improved interior search algorithm (ISA) based\non chaotic learning (CL) strategy into a multi-layer feed-forward neural\nnetwork (MFNN). The ISACL incorporates the CL strategy to enhance the\nperformance of ISA and avoid the trapping in the local optima. By this\nmethodology, it is intended to train the neural network by tuning its\nparameters to optimal values and thus achieving high-accuracy level regarding\nforecasted results. The ISACL-MFNN model is investigated on the official data\nof the COVID-19 reported by the World Health Organization (WHO) to analyze the\nconfirmed cases for the upcoming days. The performance regarding the proposed\nforecasting model is validated and assessed by introducing some indices\nincluding the mean absolute error (MAE), root mean square error (RMSE) and mean\nabsolute percentage error (MAPE) and the comparisons with other optimization\nalgorithms are presented. The proposed model is investigated in the most\naffected countries (i.e., USA, Italy, and Spain). The experimental simulations\nillustrate that the proposed ISACL-MFNN provides promising performance rather\nthan the other algorithms while forecasting task for the candidate countries.\n'	2020-04-06T12:08:10Z	None	http://arxiv.org/abs/2004.05960v1
2020-04-15	'Discovering associations in COVID-19 related research papers'	'  A COVID-19 pandemic has already proven itself to be a global challenge. It\nproves how vulnerable humanity can be. It has also mobilized researchers from\ndifferent sciences and different countries in the search for a way to fight\nthis potentially fatal disease. In line with this, our study analyses the\nabstracts of papers related to COVID-19 and coronavirus-related-research using\nassociation rule text mining in order to find the most interestingness words,\non the one hand, and relationships between them on the other. Then, a method,\ncalled information cartography, was applied for extracting structured knowledge\nfrom a huge amount of association rules. On the basis of these methods, the\npurpose of our study was to show how researchers have responded in similar\nepidemic/pandemic situations throughout history.\n'	2020-04-06T10:52:25Z	None	http://arxiv.org/abs/2004.03397v1
2020-04-15	'The Twitter Social Mobility Index: Measuring Social Distancing Practices\n  from Geolocated Tweets'	'  Social distancing is an important component of the response to the novel\nCoronavirus (COVID-19) pandemic. Minimizing social interactions and travel\nreduces the rate at which the infection spreads, and "flattens the curve" such\nthat the medical system can better treat infected individuals. However, it\nremains unclear how the public will respond to these policies. This paper\npresents the Twitter Social Mobility Index, a measure of social distancing and\ntravel derived from Twitter data. We use public geolocated Twitter data to\nmeasure how much a user travels in a given week. We find a large reduction in\ntravel in the United States after the implementation of social distancing\npolicies, with larger reductions in states that were early adopters and smaller\nchanges in states without policies. Our findings are presented on\nhttp://socialmobility.covid19dataresources.org and we will continue to update\nour analysis during the pandemic.\n'	2020-04-06T04:28:29Z	None	http://arxiv.org/abs/2004.02397v1
2020-04-15	'Deep Learning on Chest X-ray Images to Detect and Evaluate Pneumonia\n  Cases at the Era of COVID-19'	'  Coronavirus disease 2019 (COVID-19) is an infectious disease with first\nsymptoms similar to the flu. COVID-19 appeared first in China and very quickly\nspreads to the rest of the world, causing then the 2019-20 coronavirus\npandemic. In many cases, this disease causes pneumonia. Since pulmonary\ninfections can be observed through radiography images, this paper investigates\ndeep learning methods for automatically analyzing query chest X-ray images with\nthe hope to bring precision tools to health professionals towards screening the\nCOVID-19 and diagnosing confirmed patients. In this context, training datasets,\ndeep learning architectures and analysis strategies have been experimented from\npublicly open sets of chest X-ray images. Tailored deep learning models are\nproposed to detect pneumonia infection cases, notably viral cases. It is\nassumed that viral pneumonia cases detected during an epidemic COVID-19 context\nhave a high probability to presume COVID-19 infections. Moreover, easy-to-apply\nhealth indicators are proposed for estimating infection status and predicting\npatient status from the detected pneumonia cases. Experimental results show\npossibilities of training deep learning models over publicly open sets of chest\nX-ray images towards screening viral pneumonia. Chest X-ray test images of\nCOVID-19 infected patients are successfully diagnosed through detection models\nretained for their performances. The efficiency of proposed health indicators\nis highlighted through simulated scenarios of patients presenting infections\nand health problems by combining real and synthetic health data.\n'	2020-04-05T21:30:54Z	None	http://arxiv.org/abs/2004.03399v1
2020-04-15	'Spatio-temporal propagation of COVID-19 pandemics'	"  The new coronavirus known as COVID-19 is rapidly spreading since December\n2019. Without any vaccination or medicine, the means of controlling it are\nlimited to quarantine and social distancing. Here we study the spatio-temporal\npropagation of the COVID-19 virus in China and compare it to other global\nlocations. Our results suggest that the disease propagation is highly related\nto population migration from Hubei resembling a L\\'{e}vy flight which is\ncharacteristic of human mobility and thus could be controlled by efficient\nquarantines. Since quarantine is usually applied on a city level, more insight\ncan be obtained in analyzing the epidemic in cities. Our results suggest that\nthe disease spread in a city in China is characterized by two-stages process.\nAt early times, at order of few days, the infection rate in the city is close\nto constant probably due to the lack of means to detect infected individuals\nbefore infection signs are observed and at later times it decays approximately\nexponentially due to quarantines. These two stages can explain the significant\ndifferences between the propagation in China and in other world-wide locations.\nWhile most cities in China control the disease which resulted in the decaying\nstage, in other world-wide countries the situation is still becoming worse\nprobably due to less social interactions control and overloaded health systems\nwhich reflects in the death and recovery rates.\n"	2020-04-05T17:19:15Z	None	http://arxiv.org/abs/2003.08382v2
2020-04-15	'COVID-19 Blockchain Framework: Innovative Approach'	'  The world is currently witnessing dangerous shifts in the epidemic of\nemerging SARS-CoV-2, the causative agent of (COVID-19) coronavirus. The\ninfection, and death numbers reported by World Health Organization (WHO) about\nthis epidemic forecasts an increasing threats to the lives of people and the\neconomics of countries. The greatest challenge that most governments are\ncurrently suffering from is the lack of a precise mechanism to detect unknown\ninfected cases and predict the infection risk of COVID-19 virus. In response to\nmitigate this challenge, this study proposes a novel innovative approach for\nmitigating big challenges of (COVID-19) coronavirus propagation and contagion.\nThis study propose a blockchain-based framework which investigate the\npossibility of utilizing peer-to peer, time stamping, and decentralized storage\nadvantages of blockchain to build a new system for verifying and detecting the\nunknown infected cases of COVID-19 virus. Moreover, the proposed framework will\nenable the citizens to predict the infection risk of COVID-19 virus within\nconglomerates of people or within public places through a novel design of\nP2P-Mobile Application. The proposed approach is forecasted to produce an\neffective system able to support governments, health authorities, and citizens\nto take critical decision regarding the infection detection, infection\nprediction, and infection avoidance. The framework is currently being developed\nand implemented as a new system consists of four components, Infection Verifier\nSubsystem, Blockchain platform, P2P-Mobile Application, and Mass-Surveillance\nSystem. This four components work together for detecting the unknown infected\ncases and predicting and estimating the infection Risk of Corona Virus\n(COVID-19).\n'	2020-04-05T11:25:45Z	None	http://arxiv.org/abs/2004.06081v1
2020-04-15	'Information Mining for COVID-19 Research From a Large Volume of\n  Scientific Literature'	'  The year 2020 has seen an unprecedented COVID-19 pandemic due to the outbreak\nof a novel strain of coronavirus in 180 countries. In a desperate effort to\ndiscover new drugs and vaccines for COVID-19, many scientists are working\naround the clock. Their valuable time and effort may benefit from\ncomputer-based mining of a large volume of health science literature that is a\ntreasure trove of information. In this paper, we have developed a graph-based\nmodel using abstracts of 10,683 scientific articles to find key information on\nthree topics: transmission, drug types, and genome research related to\ncoronavirus. A subgraph is built for each of the three topics to extract more\ntopic-focused information. Within each subgraph, we use a betweenness\ncentrality measurement to rank order the importance of keywords related to\ndrugs, diseases, pathogens, hosts of pathogens, and biomolecules. The results\nreveal intriguing information about antiviral drugs (Chloroquine, Amantadine,\nDexamethasone), pathogen-hosts (pigs, bats, macaque, cynomolgus), viral\npathogens (zika, dengue, malaria, and several viruses in the coronaviridae\nvirus family), and proteins and therapeutic mechanisms (oligonucleotide,\ninterferon, glycoprotein) in connection with the core topic of coronavirus. The\ncategorical summary of these keywords and topics may be a useful reference to\nexpedite and recommend new and alternative directions for COVID-19 research.\n'	2020-04-05T03:51:40Z	None	http://arxiv.org/abs/2004.02085v1
2020-04-15	'Detecting Suspected Epidemic Cases Using Trajectory Big Data'	'  Emerging infectious diseases are crucial threats to human health and global\nstability. The recent outbreak of the novel coronavirus COVID-19 has rapidly\nformed a global pandemic, causing hundreds of thousands of infections and huge\neconomic loss. The WHO declares that more precise measures to track, detect and\nisolate infected people are among the most effective means to quickly contain\nthe outbreak. Based on trajectory big data and the theory of mean-field, we\nestablish an aggregated risk mean=field that contains information of all\nrisk-spreading particles by proposing a spatio-temporal model named HiRES risk\nmap. It has dynamic fine spatial resolution and high computation efficiency\nenabling fast update. We then propose an objective personal epidemic risk\nscoring model named HiRES-p based on HiRES risk maps, and use it to develop\nstatistical inference based method and machine learning based method for\ndetecting suspected epidemic-infected individuals. We conduct numerical\nexperiments by applying the proposed methods to study the early outbreak of\nCOVID-19 in China. Results show that the HiRES risk map has strong ability in\ncapturing global trend and local variability of the epidemic risk, thus can be\napplied to monitor epidemic risk at country, province, city and community\nlevels, as well as at specific high-risk locations such as at hospital and\nstation. HiRES-p score is an effective measurement of personal epidemic risk.\nThe detection rates as de ned by successful classification are above 90% as\nlong as the population infection rate is under 20%, which indicates great\napplication potential in epidemic risk prevention and control practice.\n'	2020-04-05T02:17:19Z	None	http://arxiv.org/abs/2004.00908v2
2020-04-15	'Coronavirus Covid-19 spreading in Italy: optimizing an epidemiological\n  model with dynamic social distancing through Differential Evolution'	'  The aim of this paper consists in the application of a recent epidemiological\nmodel, namely SEIR with Social Distancing (SEIR--SD), extended here through the\ndefinition of a social distancing function varying over time, to assess the\nsituation related to the spreading of the coronavirus Covid--19 in Italy and in\ntwo of its most important regions, i.e., Lombardy and Campania. To profitably\nuse this model, the most suitable values of its parameters must be found. The\nestimation of the SEIR--SD model parameters takes place here through the use of\nDifferential Evolution, a heuristic optimization technique. In this way, we are\nable to evaluate for each of the three above-mentioned scenarios the daily\nnumber of infectious cases from today until the end of virus spreading, the\nday(s) in which this number will be at its highest peak, and the day in which\nthe infected cases will become very close to zero.\n'	2020-04-04T17:50:17Z	None	http://arxiv.org/abs/2004.00553v3
2020-04-15	'Identifying Radiological Findings Related to COVID-19 from Medical\n  Literature'	'  Coronavirus disease 2019 (COVID-19) has infected more than one million\nindividuals all over the world and caused more than 55,000 deaths, as of April\n3 in 2020. Radiological findings are important sources of information in\nguiding the diagnosis and treatment of COVID-19. However, the existing studies\non how radiological findings are correlated with COVID-19 are conducted\nseparately by different hospitals, which may be inconsistent or even\nconflicting due to population bias. To address this problem, we develop natural\nlanguage processing methods to analyze a large collection of COVID-19\nliterature containing study reports from hospitals all over the world,\nreconcile these results, and draw unbiased and universally-sensible conclusions\nabout the correlation between radiological findings and COVID-19. We apply our\nmethod to the CORD-19 dataset and successfully extract a set of radiological\nfindings that are closely tied to COVID-19.\n'	2020-04-04T05:33:21Z	None	http://arxiv.org/abs/2004.01862v1
2020-04-15	'Anonymous Collocation Discovery: Harnessing Privacy to Tame the\n  Coronavirus'	'  Successful containment of the Coronavirus pandemic rests on the ability to\nquickly and reliably identify those who have been in close proximity to a\ncontagious individual. Existing tools for doing so rely on the collection of\nexact location information of individuals over lengthy time periods, and\ncombining this information with other personal information. This unprecedented\nencroachment on individual privacy at national scales has created an outcry and\nrisks rejection of these tools.\n  We propose an alternative: an extremely simple scheme for providing\nfine-grained and timely alerts to users who have been in the close vicinity of\nan infected individual. Crucially, this is done while preserving the anonymity\nof all individuals, and without collecting or storing any personal information\nor location history. Our approach is based on using short-range communication\nmechanisms, like Bluetooth, that are available in all modern cell phones. It\ncan be deployed with very little infrastructure, and incurs a relatively low\nfalse-positive rate compared to other collocation methods. We also describe a\nnumber of extensions and tradeoffs.\n  We believe that the privacy guarantees provided by the scheme will encourage\nquick and broad voluntary adoption. When combined with sufficient testing\ncapacity and existing best practices from healthcare professionals, we hope\nthat this may significantly reduce the infection rate.\n'	2020-04-03T22:13:00Z	None	http://arxiv.org/abs/2003.13670v4
2020-04-15	'COVID-19: Strategies for Allocation of Test Kits'	'  With the increasing spread of COVID-19, it is important to systematically\ntest more and more people. The current strategy for test-kit allocation is\nmostly rule-based, focusing on individuals having (a) symptoms for COVID-19,\n(b) travel history or (c) contact history with confirmed COVID-19 patients.\nSuch testing strategy may miss out on detecting asymptomatic individuals who\ngot infected via community spread. Thus, it is important to allocate a separate\nbudget of test-kits per day targeted towards preventing community spread and\ndetecting new cases early on.\n  In this report, we consider the problem of allocating test-kits and discuss\nsome solution approaches. We believe that these approaches will be useful to\ncontain community spread and detect new cases early on. Additionally, these\napproaches would help in collecting unbiased data which can then be used to\nimprove the accuracy of machine learning models trained to predict COVID-19\ninfections.\n'	2020-04-03T19:02:59Z	None	http://arxiv.org/abs/2004.01740v1
2020-04-15	'State Space Advanced Fuzzy Cognitive Map approach for automatic and non\n  Invasive diagnosis of Coronary Artery Disease'	'  Purpose: In this study, the recently emerged advances in Fuzzy Cognitive Maps\n(FCM) are investigated and employed, for achieving the automatic and\nnon-invasive diagnosis of Coronary Artery Disease (CAD). Methods: A\nComputer-Aided Diagnostic model for the acceptable and non-invasive prediction\nof CAD using the State Space Advanced FCM (AFCM) approach is proposed. Also, a\nrule-based mechanism is incorporated, to further increase the knowledge of the\nsystem and the interpretability of the decision mechanism. The proposed method\nis tested utilizing a CAD dataset from the Laboratory of Nuclear Medicine of\nthe University of Patras. More specifically, two architectures of AFCMs are\ndesigned, and different parameter testing is performed. Furthermore, the\nproposed AFCMs, which are based on the new equations proposed recently, are\ncompared with the traditional FCM approach. Results: The experiments highlight\nthe effectiveness of the AFCM approach and the new equations over the\ntraditional approach, which obtained an accuracy of 78.21%, achieving an\nincrease of seven percent (+7%) on the classification task, and obtaining\n85.47% accuracy. Conclusions: It is demonstrated that the AFCM approach in\ndeveloping Fuzzy Cognitive Maps outperforms the conventional approach, while it\nconstitutes a reliable method for the diagnosis of Coronary Artery Disease.\nConclusions and future research related to recent pandemic of coronavirus are\nprovided.\n'	2020-04-03T18:30:41Z	None	http://arxiv.org/abs/2004.03372v1
2020-04-15	'Temperature dependence of COVID-19 transmission'	'  The recent coronavirus pandemic follows in its early stages an almost\nexponential expansion, with the number of cases as a function of time\nreasonably well fit by $N(t)\\propto e^{\\alpha t}$, in many countries. We\nanalyze the rate $\\alpha$ in different countries, choosing as a starting point\nin each country the first day with 30 cases and fitting for the following 12\ndays, capturing thus the early exponential growth in a rather homogeneous way.\nWe look for a link between the rate $\\alpha$ and the average temperature $T$ of\neach country, in the month of the epidemic growth. We analyze a {\\it base} set\nof 42 countries, which developed the epidemic earlier, and an {\\it extended}\nset of 88 countries, which developed the epidemic more recently. Fitting with a\nlinear behavior $\\alpha(T)$, we find evidence in both datasets for a decreasing\ngrowth rate as a function of $T$, at $99.66\\%$C.L. and $99.86\\%$C.L. in the\n{\\it base} and {\\it extended} dataset, respectively. In the {\\it base} set,\ngoing beyond a linear model, a peak at about $(7.7\\pm 3.6)^\\circ C$ seems to be\npresent in the data. Our findings give hope that, for northern hemisphere\ncountries, the growth rate should significantly decrease as a result of both\nwarmer weather and lockdown policies. In general the propagation should be\nhopefully stopped by strong lockdown, testing and tracking policies, before the\narrival of the next cold season.\n'	2020-04-03T15:20:22Z	None	http://arxiv.org/abs/2003.12417v3
